,state,ref_year,enrolled,total_revenue,federal_revenue,state_revenue,local_revenue,total_expenditure,instruction_expenditure,support_services_expenditure,other_expenditure,capital_outlay_expenditure,total_expenditure_per_student,instruction_expenditure_per_student,support_expenditure_per_student,7yr_avg_total_per_student,7yr_avg_instruction_per_student,7yr_avg_support_per_student
473,Indiana,2001,987854.0,9124748,444861,4590018,4089869,8991877,4364661,2553481,395908.0,832585,9.102435177667955,4.418325987443489,2.584876915009708,9.034160698792023,4.410299069342163,2.553743097504437
524,Indiana,2002,994348.0,9273957,523331,4446730,4303896,9353054,4586033,2650367,365778.0,875596,9.406217943818461,4.612100592549088,2.665432021787141,9.484551812754082,4.619970098879557,2.705439779332621
575,Indiana,2003,999713.0,8246076,582940,4569923,3093213,9777720,4785880,2848989,377679.0,859389,9.780527011252229,4.78725394188132,2.849806894578744,9.865790232496895,4.781598266263086,2.840749439717466
626,Indiana,2004,1005587.0,10423578,651058,5044543,4727977,10312694,5005025,2986672,400765.0,913045,10.25539709642229,4.977217287017433,2.9700781732460744,10.21579898638785,4.943052534827885,2.960015707222322
677,Indiana,2005,1014528.0,11653165,708922,5224277,5719966,11071431,5343758,3228234,413599.0,982893,10.912888555071914,5.26723560118597,3.1820058194549583,10.417648785891,5.0729251014438566,3.065370718935495
728,Indiana,2006,1026106.0,11578988,740036,5380185,5458767,11260755,5348450,3313154,424213.0,985099,10.974260943801127,5.2123757194675795,3.228861345708923,10.63248761864578,5.184883839022349,3.1961146733434767
779,Indiana,2007,1034588.0,10458932,765168,5224450,4469314,11462062,5511104,3351081,448190.0,887670,11.07886617668096,5.326858614250311,3.239048780770703,10.83676485780867,5.301092919724369,3.303677355137107
830,Indiana,2008,1033329.0,11340157,808860,5367296,5164001,10865851,5504992,3433093,461943.0,941950,10.51538377419002,5.32743395375529,3.3223619970019227,10.923327108490522,5.37320528874123,3.3748372525437738
881,Indiana,2009,1028259.0,12999357,1403839,5804809,5790709,11218398,5548292,3681825,476598.0,899628,10.910089773101912,5.395811755598541,3.580639702643011,10.97536762633216,5.423910753410433,3.4411519320171204
932,Indiana,2010,1026053.0,14023240,1477561,7342841,5202838,11502534,5746633,3696608,492877.0,929416,11.21046768539247,5.6007175067954575,3.602745667134154,11.004782289580302,5.467947052651517,3.492104869138388
983,Indiana,2011,1023220.0,12125155,1024389,7340384,3760382,11113533,5609296,3548729,500684.0,843671,10.861332851195247,5.482003870135455,3.4681974550927466,11.0017022535561,5.488990179624004,3.5458741144654744
1034,Indiana,2012,1006627.0,12395432,1096902,7462594,3835936,11351906,5659432,3670372,521782.0,894450,11.277172179963383,5.622173853870401,3.646208575768383,11.118190951295384,5.515665871885355,3.599330260692089
1085,Indiana,2013,1002772.0,12236713,980013,7503451,3753249,11211155,5535933,3595471,527250.0,862576,11.180163586538116,5.5206298141551615,3.5855319055577937,11.203074052863526,5.561291883573326,3.609738755492772
1136,Indiana,2014,1007121.0,12399402,933891,7632238,3833273,11136045,5513142,3641179,526178.0,889924,11.057305924511553,5.474160503057726,3.6154334980603124,11.201841780775368,5.554720946369637,3.6109042702192085
1187,Indiana,2015,1004215.0,12456571,929878,7676341,3850352,11378564,5537406,3712136,547516.0,948358,11.330804658364992,5.51416379958475,3.6965550205882205,11.269943566691392,5.569264361616474,3.639445633244501
1238,Indiana,2016,1002696.0,12732161,954837,7780711,3996613,11535287,5730602,3663349,565820.0,986746,11.504271484078924,5.715193837414331,3.653499166247796,11.268136413373394,5.556036988552992,3.6377548976135303
15,Iowa,1992,,2663934,125665,1176205,1362064,2795774,1446478,800570,,222086,,,,6.012794848762204,3.1447561438896003,1.7101792881354596
66,Iowa,1993,493957.0,2880731,131444,1299055,1450232,2889377,1522556,818922,114390.0,196098,5.849450458238268,3.082365469059048,1.6578811515982161,6.144029680982543,3.1941968469600455,1.7463898085668026
117,Iowa,1994,497925.0,2987394,139312,1339912,1508170,2974072,1551221,858078,120252.0,195410,5.972931666415625,3.1153707887734097,1.7233077270673294,6.301206991329864,3.2523445993179037,1.7881414109573828
168,Iowa,1995,498837.0,3076971,141050,1381253,1554668,3100772,1614502,872640,127943.0,209808,6.216002421632718,3.2365321738363435,1.749348985740833,6.465208287319985,3.3182249665482377,1.8302288883796962
219,Iowa,1996,502343.0,3258040,147878,1486426,1623736,3284185,1679091,931857,134624.0,242065,6.5377341776435625,3.342518956171381,1.8550213698608322,6.628073389562671,3.3648511915714883,1.8711101575889686
270,Iowa,1997,502941.0,3406582,153160,1646498,1606924,3485339,1752717,983324,142001.0,295558,6.929916232719146,3.4849356087493364,1.955147820519703,6.934262035205466,3.472257131656486,1.9514320337706128
321,Iowa,1998,501054.0,3589705,168098,1715712,1705895,3650286,1827658,1022484,145224.0,325840,7.285214767270594,3.6476268026999086,2.0406662754912643,7.296227775400687,3.6026756585018043,2.043221761977167
372,Iowa,1999,498214.0,3740509,186056,1776000,1778453,3789049,1815795,1054419,245363.0,340182,7.6052640030187835,3.6446085417109915,2.116397772844601,7.707126981536281,3.7605882434794076,2.1403968366381094
423,Iowa,2000,497301.0,3822452,217060,1879158,1726234,3974813,1906755,1104075,260900.0,353405,7.992770977737829,3.8342070496540326,2.2201342848697267,8.111642264503837,3.9221743142027736,2.233388670438856
474,Iowa,2001,495080.0,4068110,239495,1943702,1884913,4211493,1994331,1171278,271596.0,405205,8.506691847782177,4.028300476690636,2.36583582451321,8.44069262782986,4.094076134239807,2.3212422643019672
525,Iowa,2002,485932.0,4191217,273857,1951680,1965680,4418238,2109878,1180608,278099.0,459382,9.092296864581876,4.341920268679568,2.429574508367426,8.773671950873952,4.26685496873531,2.418374855663827
576,Iowa,2003,482210.0,4374803,304688,1974708,2095407,4517990,2157225,1208401,284796.0,459042,9.369341158416457,4.473621451234939,2.5059642064660625,9.144081589197754,4.46282130491343,2.5379732723841855
627,Iowa,2004,481226.0,4396136,353266,1953425,2089445,4443289,2256107,1236810,199965.0,533020,9.233268776001296,4.688248349008574,2.5701229775614785,9.539572198695781,4.671357575774634,2.6585054668624712
678,Iowa,2005,478319.0,4638125,363930,2051926,2222269,4599549,2323233,1301312,214893.0,538313,9.616070028579253,4.857078644168432,2.720594415024283,9.942729480417189,4.901987030927943,2.7801010151922294
729,Iowa,2006,483482.0,4898509,397290,2158255,2342964,4930613,2425326,1428006,215683.0,592789,10.198131471285384,5.016372894957827,2.9535866898871106,10.32338812392827,5.135580355962263,2.906277124068983
780,Iowa,2007,483122.0,5194536,390585,2279228,2524723,5198975,2557629,1480218,221002.0,647628,10.761205244224026,5.293960945682457,3.0638596462177254,10.712686468902474,5.3602123390532626,3.020052353911068
831,Iowa,2008,485114.0,5496908,391985,2465108,2639815,5495756,2737356,1560614,220771.0,672361,11.328792819832039,5.642706662763804,3.2170046628215223,11.147123226559419,5.557746840918454,3.1271927653496014
882,Iowa,2009,487559.0,5732319,431142,2545353,2755824,5732186,2914176,1615189,225983.0,672339,11.756907369159425,5.977073543919813,3.312807270504698,11.575981410855535,5.749025203829297,3.2249864979874494
933,Iowa,2010,491255.0,5744872,728361,2217889,2798622,5941449,2970150,1622316,226336.0,811476,12.094429573235896,6.04604533287193,3.302390815360658,11.926164014487629,5.940468264085568,3.303180394393856
984,Iowa,2011,493493.0,6098470,596688,2537754,2964028,6057294,2995991,1638449,230237.0,861361,12.274326079599913,6.070989862064913,3.3201058576312126,12.251297130276333,6.114249874131839,3.393292257773538
1035,Iowa,2012,495870.0,6262807,512246,2681035,3069526,6256926,3072424,1688512,242935.0,900591,12.618077318652066,6.196027184544336,3.405150543489221,12.547604148957575,6.264818322793629,3.474326980329123
1086,Iowa,2013,499489.0,6281345,459132,3118413,2703800,6318241,3174989,1748683,254025.0,783793,12.649409696710038,6.35647431675172,3.500943964731956,12.828737700328725,6.380470355065833,3.5573695531946137
1137,Iowa,2014,501763.0,6455928,455586,3247115,2753227,6541553,3266694,1853835,259833.0,801317,13.037137054744969,6.510432216006362,3.694642689875499,12.95112238817753,6.436207858764816,3.5998660095002726
1188,Iowa,2015,505311.0,6714410,458457,3460798,2795155,6772654,3383909,1912222,262267.0,842674,13.402941950600718,6.696685803396324,3.7842477207106118,13.086481649893054,6.509251458104797,3.6558180398740845
1239,Iowa,2016,508014.0,6919477,464852,3583134,2871491,6972412,3447707,1978260,268349.0,889597,13.724842228757476,6.786637769825241,3.894105280563134,13.2035827327033,6.587557526494912,3.7184849139703005
16,Kansas,1992,,2245348,121625,903199,1220524,2234915,1165749,708572,,157705,,,,5.7809394101326435,2.983903801790887,1.8539028976176837
67,Kansas,1993,451469.0,2386945,123082,1165178,1098685,2522542,1309958,802965,142268.0,195674,5.5874091022860926,2.901545842571694,1.778560654219891,5.959679197346528,3.0306144787880474,1.8800493827647173
118,Kansas,1994,457744.0,2700587,134686,1540727,1025174,2643192,1371720,856673,156331.0,172340,5.774389178230627,2.9966968436505996,1.8715111503373065,6.032670625614289,3.0577528702542613,1.915440803041745
169,Kansas,1995,460905.0,2826943,137424,1613143,1076376,2756682,1407359,881083,162631.0,177250,5.981019949881212,3.0534687191503673,1.9116368882958528,6.1244002409494875,3.0942381002243224,1.9562874532860635
220,Kansas,1996,463008.0,2914544,140242,1658774,1115528,3007653,1468081,906796,169091.0,318829,6.4958985589881815,3.1707465097795287,1.9584888382058194,6.219549838222993,3.1359437378732586,1.990375314488532
271,Kansas,1997,466368.0,3029537,152455,1682302,1194780,2949608,1476664,959322,180594.0,188156,6.32463633868533,3.1663064361191164,2.057006484149856,6.43396434870216,3.227134862963759,2.0687870133404846
322,Kansas,1998,468980.0,3207670,188910,1868123,1150637,3087318,1536690,1013241,193699.0,188870,6.583048317625485,3.27666425007463,2.160520704507655,6.6738997420089,3.3240163337434443,2.1552459140130242
373,Kansas,1999,469758.0,3390596,201872,2093218,1095506,3189867,1590684,1031073,204037.0,218426,6.790447421864023,3.386177563766876,2.194902481703345,6.9408098781218746,3.482969771090584,2.2452979183636397
424,Kansas,2000,469377.0,3518271,221530,2201788,1094953,3327090,1661540,1092448,209338.0,206141,7.088310675640264,3.5398837182051954,2.3274425461835584,7.172884007928592,3.6583427115559517,2.3288625923674147
475,Kansas,2001,468347.0,3681845,238960,2253677,1189208,3491029,1721113,1159966,220701.0,209716,7.453936931377803,3.6748671391083962,2.476723455045084,7.480163225195818,3.8543328954049705,2.408893468850881
526,Kansas,2002,470204.0,3823261,282329,2281992,1258940,3690815,1958937,1195259,166405.0,231630,7.849390902672032,4.166142780580344,2.5420009187501593,7.782832594348614,4.049293403167837,2.4836850673000788
577,Kansas,2003,470264.0,4068800,311152,2397661,1359987,3818740,2068389,1196089,167265.0,235653,8.120417467635201,4.398357093037102,2.543441556232244,8.16986552302683,4.292710026451809,2.58156545972765
628,Kansas,2004,469824.0,4377709,339550,2250069,1788090,3982036,2132173,1229634,174522.0,286696,8.475590859555918,4.538237723062253,2.6172226195341235,8.626697911908055,4.579777287913894,2.6812639380917
679,Kansas,2005,468481.0,4223632,356865,2360120,1506647,4076597,2174402,1257432,183824.0,308365,8.701733901695052,4.641387804414693,2.684061893652037,9.126215863892845,4.900809997803122,2.7980533291421716
730,Kansas,2006,467279.0,4648920,340728,2640757,1667435,4439000,2378494,1345794,191458.0,358866,9.499677922611545,5.09009392675468,2.8800652286963464,9.774551648337802,5.181141222066435,2.914218533751966
781,Kansas,2007,468974.0,5038100,346441,2889107,1802552,4823931,2602503,1418802,199749.0,427238,10.286137397808833,5.549354548439785,3.025331894731904,10.426526949958898,5.412829913888574,3.014273139318773
832,Kansas,2008,467743.0,5378095,344198,3138799,1895098,5122049,2770019,1540862,213301.0,428160,10.950562595271334,5.922096108332995,3.29424919239839,10.891492511203879,5.60497609079986,3.093407180230941
883,Kansas,2009,470445.0,5615208,378810,3291485,1944913,5827751,2883104,1578417,223951.0,958961,12.387741393786733,6.128461350423535,3.3551573510187165,11.30048759817507,5.805441636809469,3.17184347185426
934,Kansas,2010,471406.0,5454128,673692,2860999,1919437,5979429,2837948,1529158,219287.0,1182167,12.684244578982872,6.020177935792077,3.243823795199891,11.586902256036387,5.94643978843731,3.227046908539781
985,Kansas,2011,482692.0,5538869,612100,2945175,1981594,5662146,2839803,1530694,220493.0,851777,11.73034978827078,5.88326096144125,3.1711609059193027,11.833337011377264,6.027179491740833,3.2721997808165537
1036,Kansas,2012,485591.0,5613619,410051,3173205,2030363,5615714,2935226,1569972,235158.0,662722,11.5646995104934,6.044646626481957,3.23311593501527,12.044400141733911,6.058500141758418,3.2882916758365606
1087,Kansas,2013,488590.0,5667223,420820,3193838,2052565,5621023,2969201,1595974,243032.0,616590,11.504580527640762,6.077080988149573,3.2664892854949956,12.043291028395767,6.049810609484247,3.2948283606956346
1138,Kansas,2014,496034.0,5813985,419415,3265012,2129558,5957954,3033016,1657449,246811.0,813093,12.011180685194967,6.114532471564449,3.341402000669309,11.93646543663125,6.054749388432942,3.3033291216115916
1189,Kansas,2015,496920.0,5991731,475273,3967809,1548649,6175724,3051755,1692953,250584.0,963767,12.42800450776785,6.141340658456089,3.406892457538437,11.977688566303344,6.0890470738312805,3.3297627647500496
1240,Kansas,2016,495545.0,6069563,453922,3949517,1666124,6134836,3006786,1685306,249622.0,964098,12.379977600419739,6.0676346245043336,3.400914145032237,12.080935830255829,6.100147185668612,3.3539244721837447
17,Kentucky,1992,,2642902,289902,1643109,709891,2518082,1343438,817871,,136694,,,,4.96211347398667,2.7257279600460045,1.5822565946543363
68,Kentucky,1993,489281.0,2381148,216900,1529326,634922,2283431,1247496,711873,151526.0,127578,4.666911243232416,2.5496514272984236,1.4549369380785275,5.217382416331853,2.814538929328111,1.632151305686373
119,Kentucky,1994,490069.0,2491948,238630,1561340,691978,2392549,1310208,761029,145930.0,126669,4.882065586682692,2.673517402651463,1.5529017342455858,5.409874406383701,2.923135215711662,1.6646290104511365
170,Kentucky,1995,639992.0,3508673,312742,2218928,977003,3415870,1890546,1112902,211275.0,143259,5.337363592044901,2.9540150501881275,1.7389311116388955,5.546230506985302,2.98263774567916,1.6919447910098067
221,Kentucky,1996,639531.0,3622788,305059,2272684,1045045,3826435,1970377,1139539,228647.0,413638,5.983189243367405,3.0809718371744292,1.7818354387824828,5.694962211559115,3.0454057455565966,1.7244905007454978
272,Kentucky,1997,631592.0,3842885,341901,2381664,1119320,3903139,2120583,1133417,242137.0,324367,6.179842366591091,3.3575203612458675,1.7945398295101902,6.025101235188709,3.1994994559523033,1.8003941171827063
323,Kentucky,1998,645232.0,3938009,367810,2411836,1158363,4018512,2116458,1179822,241709.0,400122,6.228011009993304,3.2801503955166513,1.8285236938031593,6.293149711565175,3.365261197763128,1.883089294755843
374,Kentucky,1999,653628.0,4188131,379440,2584984,1223707,4305678,2236724,1254812,245016.0,477275,6.587352439002001,3.4220137448212133,1.9197647591596443,6.522183082911206,3.510636787614577,1.9456104731482289
425,Kentucky,2000,646467.0,4330089,426956,2612740,1290393,4510972,2345581,1284053,260400.0,515109,6.977884408639575,3.6283074000683717,1.9862622531389846,6.683660640754835,3.6517304933598056,2.009683520600324
476,Kentucky,2001,643730.0,4536133,446180,2727410,1362543,4350588,2467964,1372283,254444.0,156395,6.758404921317944,3.8338495953272336,2.131767977257546,6.932670296589315,3.758173302915733,2.093360780755101
527,Kentucky,2002,654363.0,4621025,486226,2743882,1390917,4541670,2598897,1424273,277021.0,146218,6.940597191467122,3.971644179148271,2.1765793603855963,7.260926258074867,3.8962995475743805,2.1839040072460913
578,Kentucky,2003,660782.0,4872025,503734,2904331,1463960,4700494,2688476,1473773,282473.0,127011,7.113532148272804,4.068627777391031,2.2303467709471505,7.604831158863694,4.05533368923587,2.2944573376243804
629,Kentucky,2004,663886.0,5135262,607212,2968391,1559659,5259909,2723672,1580235,329243.0,499029,7.92290995743245,4.102620028137361,2.380280650593626,8.0118159072197,4.240777057569264,2.4256530291145464
680,Kentucky,2005,674502.0,5444309,646215,3121503,1676591,5750671,2864633,1660844,336579.0,741433,8.525802740392171,4.247034108127181,2.462326279240091,8.503433995487184,4.42716005573121,2.5560952587881545
